,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
4799,tm879556,David A. Arnold Fat Ballerina,MOVIE,Stand up comedy special featuring David A. Arnold.,2020,,60,['comedy'],['US'],,tt11916980,7.4,71.0,2.141,4.7
4804,tm471802,Sur Sapata,MOVIE,"This story is about young boys who have capabilities of playing KABADDI but the society is against them, they took this as challenge and their journey starts from here. Boys went out of the box after facing hardship and being discouraged from their guru and parents to win hearts of people. To feel the thrill, motivation, entertainment, comedy, sportsmanship; come and watch movie along with your family and friends.",2019,,128,"['drama', 'comedy', 'sport']",['IN'],,tt5338082,7.4,45.0,0.6829999999999999,8.5
4806,tm902993,Mama Drama,MOVIE,,2020,,85,['drama'],['US'],,tt12424356,6.3,8.0,,
4808,tm836449,Tuna Girl,MOVIE,A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. The work isn't easy.,2019,,89,"['drama', 'comedy']",['JP'],,tt11057912,6.1,140.0,1.225,6.5
4812,tm476496,Bhai - Vyakti Ki Valli 2,MOVIE,The second part of the P.L Deshpande biopic which starts off where the first one left off and essays the achievements of the writer.,2019,R,130,"['comedy', 'drama']",['IN'],,tt9680076,7.8,195.0,1.314,8.0
4815,ts304136,마법버스 타요,SHOW,,2020,TV-Y7,24,[],['KR'],1.0,,,,0.6,
4821,tm451502,Kolaiyuthir Kaalam,MOVIE,"The heiress of a multi-millionaire, a hearing and speech impaired young woman, has to fend off a slasher all alone in her palatial estate.",2019,,109,"['thriller', 'drama']",['IN'],,tt6280858,2.6,398.0,2.332,4.2
4832,ts217231,Heartstopper,SHOW,Teens Charlie and Nick discover their unlikely friendship might be something more as they navigate school and young love in this coming-of-age series.,2022,TV-14,28,"['drama', 'romance']",['GB'],1.0,tt10638036,8.9,28978.0,926.362,8.9
4833,ts90093,The Pentaverate,SHOW,"After influencing global events for centuries, a secret society faces a dangerous threat from within. Can a Canadian reporter save them — and the world?",2022,TV-MA,27,['comedy'],['US'],1.0,tt10203880,6.1,3409.0,33.635,
4834,ts342732,Our Great National Parks,SHOW,"Narrated by former President Barack Obama, this stunning docuseries shines the spotlight on some of the planet's most spectacular national parks.",2022,,52,['documentation'],['US'],1.0,tt18750552,,,6.666,8.1
4835,ts108385,Inventing Anna,SHOW,"A journalist with a lot to prove investigates the case of Anna Delvey, the Instagram-legendary German heiress who stole the hearts of New York’s social scene – and stole their money as well.",2022,TV-MA,68,['drama'],['US'],1.0,tt8740976,6.8,54105.0,126.677,6.8
4836,tm1082564,The Adam Project,MOVIE,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self for a mission to save the future.",2022,PG-13,106,"['drama', 'action', 'comedy', 'scifi']",['US'],,tt2463208,6.7,156603.0,919.5989999999999,7.0
4839,ts225061,Pieces of Her,SHOW,An act of violence rocks a sleepy Georgia town as well as the bond between a mother and her daughter.,2022,TV-MA,52,"['crime', 'drama', 'thriller']",['US'],1.0,tt9170236,6.4,11322.0,15.955,6.6
4840,tm1166024,Choose or Die,MOVIE,"In pursuit of an unclaimed $125,000 prize, a broke college dropout decides to play an obscure, 1980s survival computer game. But the game curses her, and she’s faced with dangerous choices and reality-warping challenges. After a series of unexpectedly terrifying moments, she realizes she’s no longer playing for the money but for her life.",2022,,85,"['thriller', 'drama', 'horror']",['GB'],,tt11514780,4.7,14911.0,45.532,5.3
4841,tm1075698,Metal Lords,MOVIE,"For teenage misfits Hunter and Kevin, the path to glory is clear: Devote themselves to metal. Win Battle of the Bands. And be worshipped like gods.",2022,R,97,"['drama', 'comedy', 'music']",['US'],,tt12141112,6.7,19689.0,343.77,6.8
4842,ts344184,Conversations with a Killer: The John Wayne Gacy Tapes,SHOW,"Serial killer John Wayne Gacy was an aspiring politician, beloved local contractor, and part-time clown-for-hire who murdered 33 young men between 1972 and 1976. The majority of his victims were found buried under his house, in the quiet northwest suburbs of Chicago. Fifty years later, DNA scientists are still trying to identify all of his victims, but thanks to 60 hours of unearthed audio between Gacy and his defense team, we have fresh perspective on the narcissistic mindset of the murderer and a deeper understanding of how he operated for so long with impunity.",2022,TV-MA,61,"['crime', 'documentation']",['US'],1.0,tt18970124,7.2,3984.0,534.857,7.8
4843,tm1120543,The Bubble,MOVIE,A group of actors and actresses stuck inside a pandemic bubble at a hotel attempts to complete a film.,2022,R,126,['comedy'],['US'],,tt13610562,4.7,20080.0,250.543,4.9
4844,tm1185367,White Hot: The Rise & Fall of Abercrombie & Fitch,MOVIE,All the cool kids were wearing it. This documentary explores A&F's pop culture reign in the late '90s and early 2000s and how it thrived on exclusion.,2022,R,88,['documentation'],['US'],,tt19034522,5.6,1184.0,10.804,5.7
4845,ts256310,Pacific Rim: The Black,SHOW,"After Kaiju ravage Australia, two siblings pilot a Jaeger to search for their parents, encountering new creatures, seedy characters and chance allies.",2021,TV-14,24,"['animation', 'action', 'scifi']",['US'],2.0,tt9288848,7.0,4796.0,76.137,8.4
4846,ts270910,Vikings: Valhalla,SHOW,"In this sequel to ""Vikings,"" a hundred years have passed and a new generation of legendary heroes arises to forge its own destiny — and make history.",2022,TV-MA,51,"['war', 'action', 'drama', 'history', 'romance']",['US'],1.0,tt11311302,7.1,31330.0,504.811,8.1
4847,ts222333,Arcane,SHOW,"Amid the stark discord of twin cities Piltover and Zaun, two sisters fight on rival sides of a war between magic technologies and clashing convictions.",2021,TV-14,41,"['action', 'scifi', 'drama', 'fantasy', 'animation']",['US'],1.0,tt11126994,9.1,175412.0,138.891,9.1
4848,tm1083293,Windfall,MOVIE,"A man breaks into a tech billionaire's empty vacation home, but things go sideways when the arrogant mogul and his wife arrive for a last-minute getaway.",2022,R,92,"['thriller', 'crime', 'drama']",['US'],,tt15035360,5.7,17218.0,133.608,5.3
4849,tm979026,"tick, tick... BOOM!",MOVIE,"On the cusp of his 30th birthday, Jonathon Larson, a promising young theater composer, navigates love, friendship, and the pressures of life as an artist in New York City.",2021,PG-13,121,['drama'],['US'],,tt8721424,7.5,96418.0,40.707,7.8
4851,ts311987,Bad Vegan: Fame. Fraud. Fugitives.,SHOW,"After marrying a mysterious man who claimed he could make her dog immortal, a celebrated vegan restaurateur finds her life veering off the rails.",2022,TV-MA,52,"['crime', 'documentation']",['US'],1.0,tt18260538,5.8,2062.0,4.0760000000000005,5.1
4852,ts215951,Midnight Mass,SHOW,"An isolated island community experiences miraculous events - and frightening omens - after the arrival of a charismatic, mysterious young priest.",2021,TV-MA,64,"['action', 'drama', 'fantasy', 'horror', 'scifi']",['US'],1.0,tt10574558,7.7,102321.0,138.708,7.6
4853,tm856378,Don't Look Up,MOVIE,Two low-level astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet Earth.,2021,R,138,"['scifi', 'drama', 'comedy']",['US'],,tt11286314,7.2,498447.0,115.376,7.2
4854,ts307973,Murderville,SHOW,"Welcome to Murderville, a new series starring Will Arnett as a detective who, in every episode, has to solve a murder with a new celebrity guest star as his partner.  The catch is: the guest star is never given a script so they have to improvise their way through the case!",2022,TV-MA,34,"['crime', 'comedy']",['US'],1.0,tt15264192,6.9,10414.0,6.027,5.9
4856,ts333834,The Ultimatum: Marry or Move On,SHOW,Get hitched or call it quits? Couples put their love to the test — while shacking up with other potential matches — in a provocative reality series.,2022,TV-MA,50,['reality'],['US'],1.0,tt18396952,5.4,1440.0,3.9019999999999997,7.0
4859,ts256072,The Woman in the House Across the Street from the Girl in the Window,SHOW,"For Anna, every day is the same. She sits with her wine, staring out the window, watching life go by without her. But when a handsome neighbor moves in across the street, Anna starts to see a light at the end of the tunnel. That is until she witnesses a gruesome murder… Or did she?",2022,TV-MA,26,"['crime', 'comedy', 'drama', 'thriller']",['US'],1.0,tt13315324,6.3,38964.0,16.343,7.2
4860,ts256710,Archive 81,SHOW,An archivist takes a job restoring damaged videotapes and gets pulled into the vortex of a mystery involving the missing director and a demonic cult.,2022,TV-MA,54,"['scifi', 'drama', 'horror', 'thriller']",['US'],1.0,tt13365348,7.3,43068.0,99.77,7.4
4862,ts343599,Jimmy Savile: A British Horror Story,SHOW,"Jimmy Savile was one of the United Kingdom’s most beloved TV personalities. Shortly after his death in 2011, an investigation prompted more than 450 horrific allegations of sexual assault and abuse, with victims as young as 5.",2022,TV-MA,85,"['crime', 'documentation']",['GB'],1.0,tt18970454,6.7,4711.0,6.13,7.1
4863,ts220305,Squid Game,SHOW,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",2021,TV-MA,54,"['action', 'drama', 'thriller']",['KR'],2.0,tt10919420,8.0,416738.0,272.707,7.8
4864,tm1185374,The Mystery of Marilyn Monroe: The Unheard Tapes,MOVIE,This documentary explores the mystery surrounding the death of movie icon Marilyn Monroe through previously unheard interviews with her inner circle.,2022,R,101,['documentation'],['US'],,tt19034332,6.2,2233.0,205.417,6.3
4867,tm1137051,Bubble,MOVIE,"In an abandoned Tokyo overrun by bubbles and gravitational abnormalities, one gifted young man has a fateful meeting with a mysterious girl.",2022,PG,101,"['scifi', 'thriller', 'animation', 'action', 'drama', 'fantasy', 'romance', 'sport']",['JP'],,tt16360006,6.5,2468.0,62.08,7.8
4870,ts331448,Welcome To Eden,SHOW,"""Are you happy? With this question Zoa and four young, attractive and social media active boys and girls are invited to the most exclusive party in history, set in a secret island and organized by the brand of a new drink. What starts as an exciting adventure will soon turn into the trip of their lives. But paradise is not really what it seems... Welcome to Eden.""",2022,TV-MA,41,"['drama', 'action', 'thriller']",['ES'],1.0,tt13457822,4.9,973.0,6.225,
4871,tm370144,The Mitchells vs. the Machines,MOVIE,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",2021,PG,113,"['animation', 'comedy', 'family', 'scifi']",['US'],,tt7979580,7.6,100787.0,60.224,8.0
4872,tm404856,Red Notice,MOVIE,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",2021,PG-13,117,"['comedy', 'crime', 'thriller', 'action']",['US'],,tt7991608,6.3,255356.0,390.76800000000003,6.8
4873,ts281927,Stay Close,SHOW,"The lives of a photojournalist, a soccer mom and a homicide detective are disturbed by a terrible event from the past.",2021,TV-MA,47,"['crime', 'drama', 'thriller']",['GB'],1.0,tt2201227,6.9,28669.0,12.185,7.2
4874,ts223537,Maid,SHOW,"Inspired by the powerful New York Times best-selling memoir Maid: Hard Work, Low Pay, and a Mother's Will to Survive by Stephanie Land, Maid will chronicle a single mother who turns to housekeeping to - barely - make ends meet as she battles against poverty, homelessness, and bureaucracy.",2021,TV-MA,54,"['drama', 'comedy']",['US'],1.0,tt11337908,8.4,74955.0,0.6,7.9
4876,ts346959,Meltdown: Three Mile Island,SHOW,"Insiders recount the events, controversies and lingering effects of the accident at the Three Mile Island nuclear power plant in Pennsylvania.",2022,TV-14,44,"['documentation', 'history']",['US'],1.0,tt19757508,7.0,958.0,16.052,6.3
4877,ts87242,Shadow and Bone,SHOW,"In a world cleaved in two by a massive barrier of perpetual darkness, a young soldier uncovers a power that might finally unite her country. But as she struggles to hone her power, dangerous forces plot against her. Thugs, thieves, assassins and saints are at war now, and it will take more than magic to survive.",2021,TV-14,52,"['scifi', 'drama', 'fantasy', 'action']",['US'],1.0,tt2403776,7.6,77782.0,40.145,8.2
4878,ts296046,Lupin,SHOW,"Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",2021,TV-MA,46,"['crime', 'drama', 'comedy', 'action']",['FR'],3.0,tt2531336,7.5,100575.0,80.767,7.9
4880,ts328625,The Guardians of Justice,SHOW,"When their seemingly fearless leader self-destructs, a team of troubled superheroes must confront festering evil in the world — and in themselves.",2022,TV-MA,29,['scifi'],['US'],1.0,,,,359.74,6.5
4881,tm825714,The Harder They Fall,MOVIE,"When an outlaw discovers his enemy is being released from prison, he reunites his gang to seek revenge.",2021,R,139,"['action', 'drama', 'western']",['US'],,tt10696784,6.5,57549.0,259.097,6.7
4882,tm1196288,Our Father,MOVIE,"After a woman's at-home DNA test reveals multiple half-siblings, she discovers a shocking scheme involving donor sperm and a popular fertility doctor.",2022,,97,['crime'],['US'],,,,,48.75899999999999,6.1
4884,ts227473,Brand New Cherry Flavor,SHOW,"Lisa Nova, an aspiring film director in the sun-drenched but seamy world of 1990 Los Angeles, embarks on a mind-altering journey of supernatural revenge that gets nightmarishly out of control.",2021,TV-MA,43,"['thriller', 'drama', 'horror', 'scifi']",['US'],1.0,tt11343600,7.1,14449.0,94.346,6.9
4886,ts321918,Human Resources,SHOW,"Lovebugs, Hormone Monsters and a parade of other creatures juggle romance, workplace drama and their human clients' needs in this ""Big Mouth"" spinoff.",2022,TV-MA,27,"['comedy', 'romance', 'animation']",['US'],1.0,tt11092142,7.2,4761.0,37.594,6.8
